root[root]|[127.0.0.1],|1331050909|INSERT|0.0030|0.0010|0|0|INSERT INTO customer (gsm_no) VALUES(176623637)|1331050909|customer;
root[root]|[127.0.0.1],|1331050909|INSERT|0.0020|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176805526)|0|customer;
root[root]|[127.0.0.1],|1331050909|INSERT|0.0010|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176457740)|0|customer;
root[root]|[127.0.0.1],|1331050909|INSERT|0.0020|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176108033)|0|customer;
root[root]|[127.0.0.1],|1331050909|INSERT|0.0010|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176944235)|0|customer;
root[root]|[127.0.0.1],|1331050910|INSERT|0.138008|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176404932)|1|customer;
root[root]|[127.0.0.1],|1331050910|INSERT|0.034002|0.0010|0|0|INSERT INTO calls (customer_id, hour, minute, duration) VALUES(4,23,16,15)|0|calls;
root[root]|[127.0.0.1],|1331050911|delete|0.073004|0.0010|0|0|delete from sms where customer_id =3|1|sms;
root[root]|[127.0.0.1],|1331050912|update|0.050003|0.046003|0|1|update customer set gsm_no =176584285 where id ='4'|1|customer;
root[root]|[127.0.0.1],|1331050913|update|0.0030|0.0|0|1|update customer set gsm_no =176388602 where id ='4'|1|customer;
root[root]|[127.0.0.1],|1331050913|INSERT|0.049003|0.0|0|0|INSERT INTO sms (customer_id, hour, minute) VALUES(2,5,55)|0|sms;
root[root]|[127.0.0.1],|1331050914|INSERT|0.0020|0.0|0|0|INSERT INTO gprs (customer_id, hour, minute, size) VALUES(6,9,19,25)|1|gprs;
root[root]|[127.0.0.1],|1331050914|INSERT|0.0030|0.0|0|0|INSERT INTO sms (customer_id, hour, minute) VALUES(3,7,58)|0|sms;
root[root]|[127.0.0.1],|1331050915|INSERT|0.0020|0.0|0|0|INSERT INTO sms (customer_id, hour, minute) VALUES(4,8,18)|1|sms;
root[root]|[127.0.0.1],|1331050915|INSERT|0.050002|0.0|0|0|INSERT INTO customer (gsm_no) VALUES(176035788)|0|customer;
root[root]|[127.0.0.1],|1331050916|update|0.150009|0.0|0|1|update customer set gsm_no =176885906 where id ='6'|1|customer;
root[root]|[127.0.0.1],|1331050916|SELECT|0.0010|0.0|7|7|SELECT id FROM customer|0|customer;
root[root]|[127.0.0.1],|1331050917|INSERT|0.047002|0.0|0|0|INSERT INTO calls (customer_id, hour, minute, duration) VALUES(5,0,54,23)|1|calls;
